|Nom |Adresse|ville|Telephone|Activité
235|ELECTRICITE AUTO YVES GASTAUD|19 RUE ROUSSEL DORIA|13004 MARSEILLE 04|04 88 00 96 54|Activité : entreprise
236|E.ARSLAN EMRAH ARSLAN|23 Avenue des Chartreux|13004 Marseille|04 88 64 17 23|Activité : entreprise
237|E.A.P|4 Boulevard de Roux|13004 Marseille|04 91 34 21 27|Activité : entreprise
238|CTRE SOCIAL STE ELISABET CENTRE SOCIALE SAINTE ELISABETH|SQUARE HOPKINSON|13004 MARSEILLE|04 88 08 05 61|Activité : entreprise
239|CREDO CREDO RAPHAEL BELAUBRE|29 Rue Roussel Doria|13004 Marseille|04 91 85 46 36|Activité : entreprise
240|COLOMPAR RENOV DECEBAL-ALEXANDRU COLOMPAR|219 BOULEVARD DE LA LIBERATION|13004 MARSEILLE|04 86 97 02 69|Activité : entreprise
241|CHEZ FANNY ET REMY STEPHANIE GAY|21 Boulevard Philippon|13004 Marseille|04 91 50 63 82|Activité : entreprise
242|BGELEC GEOFFREY BERDAH|2 Rue du Jarret|13004 Marseille|04 88 08 53 73|Activité : entreprise
243|Allianz Huguenin Thierry Agent General|28 Boulevard Georges Clemenceau|13004 Marseille|04 86 77 93 36|Activité : entreprise
244|Réseau Eccoly|159 Boulevard de la Blancarde|13004 Marseille|04 91 18 50 20|Activité : enseignement supérieur privé
245|Pharmacie Sébastopol|60 Rue Marx Dormoy|13004 Marseille|04 91 57 19 19|Activité : pharmacien
246|Pharmacie Bocs et Jacquot|148 Boulevard de Roux|13004 Marseille|04 91 85 53 33|Activité : pharmacien
247|Maintien à Domicile|47 Rue Edmond Dantès|13004 Marseille|04 91 34 59 89|Activité : entreprise
248|BARKAT|67 Avenue des Chartreux|13004 Marseille|09 62 27 09 08|Activité : entreprise
249|ERA Just Immo|33 Avenue de Saint-Just|13004 Marseille|04 95 04 35 35|Activité : agence immobilière
