|Nom |Adresse|ville|Telephone|Activité
235|Friche La Belle de Mai|41 Rue Jobin|13003 Marseille|04 91 95 47 44|Activité : sonorisation, éclairage
236|A.F.M|12 Rue de Ruffi|13003 Marseille|04 91 84 61 05|Activité : entreprise
237|Union Synd Construction CGT|23 Boulevard Charles Nédelec|13003 Marseille|04 91 62 22 85|Activité : syndicat
238|Union Locale Organ CGT|23 Boulevard Charles Nédelec|13003 Marseille|04 91 50 48 07|Activité : syndicat
239|Syndicat Taximetres Marsei|25 Avenue Edouard Vaillant|13003 Marseille|04 91 37 83 18|Activité : entreprise
240|Sté Marseillaise Rest Ser|16 Avenue Edouard Vaillant|13003 Marseille|04 91 02 60 10|Activité : entreprise
241|Sté Marseillaise Rest Ser|38 Rue du Jet d'Eau|13003 Marseille|04 91 50 93 97|Activité : entreprise
242|Sté Marseillaise Rest Ser|55 Avenue Edouard Vaillant|13003 Marseille|04 91 02 82 92|Activité : entreprise
243|Sodexho Marseille|99 Avenue Roger Salengro|13003 Marseille|04 91 50 70 16|Activité : entreprise
244|Services de la Poste|182 Boulevard National|13003 Marseille|04 91 28 12 73|Activité : service postal
245|Services de la Poste|10 Place Bernard Cadenat|13003 Marseille|04 91 62 80 57|Activité : service postal
246|S.A.R.A.|54 A Rue de Crimée|13003 Marseille|04 91 84 42 43|Activité : association humanitaire
247|Roig-Moré|69 Rue Hoche|13003 Marseille|04 91 08 70 90|Activité : entreprise de menuiserie métallique
248|Reseau Sud Sante|6 Rue Désirée Clary|13003 Marseille|09 64 42 93 25|Activité : entreprise
249|Point Sud|3 Boulevard Guigou|13003 Marseille|04 91 37 27 19|Activité : association sportive
