|Nom |Adresse|ville|Telephone|Activité
237|LE TABAC DES ALLEES SARAH BRAIA|2 Boulevard d'Athènes|13001 Marseille|04 91 62 33 26|Activité : entreprise
238|LE PORT AU PRINCE EUGENIE BELLEVUE|40 Rue Saint-Savournin|13001 Marseille|04 96 17 54 02|Activité : entreprise
239|LA PULCINELLA HACENE HASNAOUI|9 Rue Fontaine d'Arménie|13001 Marseille|04 91 31 63 50|Activité : entreprise
240|LA CANTINE MODERNE OLIVIER RAFFAELLI|13 avenue Maréchal FOCH|13001 MARSEILLE|04 95 08 85 51|Activité : entreprise
241|JIACOMO BOUTIQUE ROGER ALLARD JACQUIN|183 Boulevard de la Libération|13001 Marseille|04 91 62 24 51|Activité : entreprise
242|ISTORE|58 Rue Saint-Ferréol|13001 Marseille|04 91 33 33 43|Activité : entreprise
243|IMMONEGOCE PHARMAUDIT|23 Rue Fort Notre-Dame|13001 Marseille|04 91 91 90 22|Activité : agence immobilière
244|IL CAFE DI ROMA ERIC BOULANGER|GARE Saint CHARLES|13001 MARSEILLE|04 91 64 67 24|Activité : entreprise
245|GRAND CONSEIL DE LA MUTUALITE|3-5 place DU LYCEE|13001 MARSEILLE|04 91 24 30 60|Activité : entreprise
246|GIAPATS CFA TRAVAIL SOCIAL|41 rue LA CANEBIERE|13001 MARSEILLE|04 91 90 51 99|Activité : entreprise
247|FERRIGNO AMEDE AMEDE FERRIGNO|16 cour JEAN BALLARD|13001 MARSEILLE|04 91 33 04 77|Activité : entreprise
248|ETUDE DE CARRIERE|17 Rue Venture|13001 Marseille|04 91 01 14 11|Activité : mandataire judiciaire
249|ETS PUBLIC FONCIER PACA|62 64 LA CANNEVIRE|13001 MARSEILLE|04 96 11 70 00|Activité : entreprise
